well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
griffin 4h,1.25,3216,0,100,86.103,0.78358209,1034.09,0,0,27
griffin 4h,1.291666667,3048,0,100,88.536,0.779527559,1012.82,0,0,27
griffin 4h,1.333333333,3120,0,100,78.655,0.776923077,963.481,0,0,27
griffin 4h,1.375,2976,0,100,85.074,0.782258065,955.924,0,0,27
griffin 4h,1.416666667,3168,0,100,87.393,0.787878788,1016.05,0,0,27
griffin 4h,1.458333333,2952,0,100,87.538,0.788617886,949.571,0,0,27
griffin 4h,1.5,3048,0,100,83.815,0.787401575,953.293,0,0,27
griffin 4h,1.541666667,3264,0,100,74,0.786764706,943.703,0,0,27
griffin 4h,1.583333333,2976,0,100,94.16,0.798387097,974.188,3,3,27
griffin 4h,1.625,3096,0,100,83.071,0.782945736,974.588,,3,27
griffin 4h,1.666666667,3024,0,100,90.077,0.793650794,973.879,,3,27
griffin 4h,1.708333333,3144,0,100,85.074,0.79389313,972.821,,3,27
griffin 4h,1.75,3240,0,100,82.893,0.792592593,988.429,,3,27
griffin 4h,1.791666667,2832,0,100,83.417,0.796610169,865.546,,3,27
griffin 4h,1.833333333,3072,0,100,82.923,0.796875,928,,3,27
griffin 4h,1.875,3096,0,100,87.346,0.798449612,961.816,,3,27
griffin 4h,1.916666667,3048,0,100,93.6,0.803149606,977.067,,3,27
griffin 4h,1.958333333,3000,0,100,86.68,0.8,924.542,,3,32
griffin 4h,2,4056,0,100,91.594,0.810650888,1235.24,,3,32
griffin 4h,2.041666667,4464,0,100,78.971,0.811827957,1214.18,,3,32
griffin 4h,2.083333333,4128,0,100,84,0.802325581,1221.07,11,14,32
griffin 4h,2.125,4104,0,100,89.743,0.795321637,1296.81,,14,32
griffin 4h,2.166666667,4032,0,100,88.657,0.791666667,1315.08,,14,32
griffin 4h,2.208333333,4032,0,100,82.944,0.785714286,1278.74,,14,32
griffin 4h,2.25,4128,0,100,79.75,0.790697674,1223.26,,14,32
griffin 4h,2.291666667,4272,0,100,79.667,0.797752809,1221.86,,14,32
griffin 4h,2.333333333,3768,0,100,89.844,0.796178344,1224.08,,14,32
griffin 4h,2.375,3984,0,100,78.972,0.78313253,1231.42,,14,32
griffin 4h,2.416666667,4200,0,100,90.943,0.8,1322.43,,14,32
Magic 2h,1,1,1495,100,0.1,0.99,6692.98,0,0,18
Magic 2h,1.041666667,1584,1492,100,0.1,1,6689.21,0,0,18
Magic 2h,1.083333333,1944,1490,100,77.833,0.777777778,2777.84,0,0,21
Magic 2h,1.125,2208,1477,100,94.286,0.847826087,2849.78,0,0,23
Magic 2h,1.166666667,2592,1465,100,97.118,0.842592593,2869.17,0,0,25
Magic 2h,1.208333333,2784,1453,100,94.947,0.836206897,2870.59,0,0,27
Magic 2h,1.25,2856,1440,100,98.526,0.840336134,2862.53,0,0,29
Magic 2h,1.291666667,3288,1430,100,77.64,0.817518248,2894.24,0,0,30
Magic 2h,1.333333333,3120,1426,100,98.273,0.830769231,2869.16,0,0,30
Magic 2h,1.375,3192,1421,100,82.364,0.834586466,2882.36,0,0,30
Magic 2h,1.416666667,3288,1417,100,82.625,0.824817518,2878.52,0,0,30
Magic 2h,1.458333333,3096,1412,100,102.571,0.837209302,2849.17,0,0,30
Magic 2h,1.5,3192,1409,100,100.182,0.834586466,2856.61,3,3,30
Magic 2h,1.541666667,3144,1405,100,98.409,0.832061069,2842.78,7,10,30
Magic 2h,1.583333333,3168,1401,100,95.304,0.825757576,2836.67,4,14,30
Magic 2h,1.625,3216,1397,100,97.217,0.828358209,2838.95,4,18,30
Magic 2h,1.666666667,3096,1393,100,100.091,0.829457364,2816.8,3,21,30
Magic 2h,1.708333333,3168,1390,100,89.957,0.825757576,2821.81,4,25,30
Magic 2h,1.75,3168,1386,100,95.364,0.833333333,2819.88,4,29,30
Magic 2h,1.791666667,3072,1383,100,93.682,0.828125,2799.28,4,33,30
Magic 2h,1.833333333,3168,1379,100,87.957,0.825757576,2806.51,3,36,30
Magic 2h,1.875,3144,1376,100,86.174,0.824427481,2798.83,4,40,30
Magic 2h,1.916666667,3000,1371,100,88.364,0.824,2771.27,4,44,30
Magic 2h,1.958333333,3192,1370,100,87.913,0.827067669,2797.45,5,49,30
Magic 2h,2,3144,1367,100,102.364,0.832061069,2787.18,3,52,30
Magic 2h,2.041666667,3528,1350,100,91.231,0.823129252,2810.49,6,58,33
Magic 2h,2.083333333,3624,1337,100,108,0.82781457,2819.88,8,66,35
Magic 2h,2.125,3864,1333,100,95.964,0.826086957,2837.28,11,77,35
Magic 2h,2.166666667,3960,1320,100,84.452,0.812121212,2820.02,9,86,37
Magic 2h,2.208333333,4056,1316,100,97.655,0.828402367,2842.85,15,101,37
Magic 2h,2.25,3888,1308,100,86.733,0.814814815,2795.28,24,125,37
Magic 2h,2.291666667,4128,1306,100,91.844,0.813953488,2835.14,27,152,37
Magic 2h,2.333333333,3960,1301,100,92.8,0.818181818,2802.88,29,181,37
