well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Magic 2h,3.625,3120,1958,100,7.06,0.892307692,5804.97,10,2654,35
Magic 2h,3.666666667,3024,1835,100,5.238,0.833333333,5492.75,7,2661,40
Magic 2h,3.708333333,4032,1660,100,4.565,0.833333333,5399,30,2691,45
Magic 2h,3.75,4560,1537,100,3.36,0.8,5351.88,33,2724,45
Magic 2h,3.791666667,2232,1784,100,6.872,0.860215054,5619.01,25,2749,30
Magic 2h,3.833333333,3360,1686,100,4.307,0.785714286,5220.31,21,2770,45
Magic 2h,3.875,4416,1559,100,3.299,0.77173913,5258.77,22,2792,50
Magic 2h,3.916666667,4656,1460,100,4.558,0.829896907,5094.89,123,2915,55
Magic 2h,3.958333333,5064,1415,100,4.448,0.834123223,5083.85,120,3035,55
Magic 2h,4,5328,1413,100,3.815,0.81981982,5155.79,117,3152,55
Magic 2h,4.041666667,5256,1390,100,3.859,0.821917808,5121.93,84,3236,57
Magic 2h,4.083333333,4824,1406,100,4.402,0.820895522,4994.13,,3236,57
Magic 2h,4.125,5160,1410,100,4.256,0.818604651,5024.88,,3236,57
Magic 2h,4.166666667,5256,1406,100,3.677,0.812785388,5142.62,,3236,57
Magic 2h,4.208333333,4992,1410,100,3.948,0.817307692,5098.22,,3236,57
Magic 2h,4.25,5088,1412,100,3.95,0.816037736,5093.44,,3236,57
Magic 2h,4.291666667,5112,1400,100,4.02,0.821596244,5090.49,,3236,57
Magic 2h,4.333333333,5208,1378,100,4.586,0.811059908,4842.91,,3236,59
Magic 2h,4.375,5136,1388,100,3.74,0.813084112,5098.98,,3236,59
Magic 2h,4.416666667,5160,1386,100,4.197,0.818604651,5003.68,,3236,59
Magic 2h,4.458333333,5016,1385,100,4.382,0.818181818,4950.4,,3236,59
Magic 2h,4.5,5088,1385,100,4.117,0.825471698,5066.27,,3236,59
Magic 2h,4.541666667,5136,1381,100,3.805,0.813084112,5069.91,102,3338,59
Magic 2h,4.583333333,5088,1381,100,3.947,0.816037736,5047.56,,3338,59
Magic 2h,4.625,5208,1376,100,3.476,0.815668203,5173.63,,3338,59
Magic 2h,4.666666667,5064,1372,100,4.011,0.819905213,5039.91,,3338,59
Magic 2h,4.708333333,5184,1366,100,3.464,0.810185185,5131.08,,3338,64
Magic 2h,4.75,5184,1358,100,4.309,0.824074074,4966.03,,3338,64
Magic 2h,4.791666667,5160,1356,100,3.721,0.823255814,5117.46,,3338,64
Magic 2h,4.833333333,4968,1357,100,4.299,0.826086957,4979.19,,3338,64
Magic 2h,4.875,5904,1356,100,3.669,0.833333333,5197.57,,3338,64
Magic 2h,4.916666667,5112,1355,100,4.075,0.821596244,5007.29,,3338,64
Magic 2h,4.958333333,5088,1350,100,3.978,0.820754717,5020.73,,3338,64
Magic 3h,1,1152,2439,100,13.423,0.854166667,6174.46,0,0,25
Magic 3h,1.041666667,2496,2406,100,4.693,0.769230769,6100.74,0,0,25
Magic 3h,1.083333333,2640,2420,100,3.822,0.736363636,6154.34,,0,25
Magic 3h,1.125,2616,2425,100,3.796,0.743119266,6225.26,,0,25
Magic 3h,1.166666667,2976,2353,100,3.952,0.717741935,5871.25,,0,28
Magic 3h,1.208333333,3048,2333,100,4.181,0.748031496,5912.87,,0,28
Magic 3h,1.25,2976,2326,100,3.657,0.717741935,5913.59,,0,28
Magic 3h,1.291666667,3072,2320,100,3.84,0.7421875,5954.79,,0,28
Magic 3h,1.333333333,3000,2306,100,3.731,0.736,5940.47,,0,28
Magic 3h,1.375,3048,2298,100,3.994,0.74015748,5882.25,,0,28
Magic 3h,1.416666667,3048,2288,100,4.185,0.755905512,5890.57,,0,28
Magic 3h,1.458333333,2856,2300,100,3.995,0.739495798,5881.18,,0,28
Magic 3h,1.5,3096,2290,100,3.849,0.759689922,5988.93,,0,28
Magic 3h,1.541666667,2808,2283,100,3.786,0.743589744,5957.36,192,192,28
Magic 3h,1.583333333,2976,2277,100,3.796,0.758064516,5979.1,,192,28
Magic 3h,1.625,2952,2273,100,4.063,0.764227642,5936.49,,192,28
Magic 4h,1,3480,2459,100,5.996,0.924137931,6920.25,0,0,27
Magic 4h,1.041666667,3576,2548,100,4.179,0.865771812,6778.06,0,0,27
Magic 4h,1.083333333,3000,2548,100,4.167,0.808,6498.88,0,0,27
Magic 4h,1.125,3048,2528,100,3.106,0.787401575,6688.14,0,0,27
Magic 4h,1.166666667,3168,2530,100,3.493,0.818181818,6710.28,0,0,27
Magic 4h,1.208333333,2976,2518,100,3.821,0.814516129,6646.21,0,0,27
Magic 4h,1.25,3120,2511,100,3.814,0.815384615,6578.77,0,0,27
Magic 4h,1.291666667,3024,2506,100,3.783,0.80952381,6584.95,0,0,27
Magic 4h,1.333333333,3096,2497,100,3.657,0.80620155,6559.27,0,0,27
Magic 4h,1.375,3048,2488,100,3.38,0.811023622,6692.22,0,0,27
Magic 4h,1.416666667,3048,2481,100,3.902,0.818897638,6574.44,0,0,27
Magic 4h,1.458333333,3048,2473,100,3.45,0.811023622,6653.6,0,0,27
Magic 4h,1.5,3048,2461,100,3.397,0.818897638,6705.44,0,0,27
Magic 4h,1.541666667,3120,2457,100,3.996,0.830769231,6573.54,4,4,27
