Q_liq,psi,temp,gor,wcut,ID,TVD,fbhp
3816,675.23,100,1.402,0.55057652,6.094,9937,3587.37
5707,678.3,100,3.038,0.752759769,6.094,9510,2914.83
5015.2,678.73,100,3.328,0.807744457,6.094,9900,3347.94
3849,684.71,100,1.471,0.623538581,6.094,9684,3714.57
4561,688.27,100,1.195,0.559087919,6.094,9592,3661.87
6283,692.5,100,3.132,0.821263728,6.094,9487,3508.12
4058,696.83,100,1.324,0.616559882,6.094,9638,3634.37
5077.1,698.24,100,3.354,0.806956727,6.094,9900,3394.03
4075,702.3,100,1.311,0.633128834,6.094,10081,3907.71
5489,704.52,100,1.349,0.580433594,6.094,9897,3678.1
4142,706.69,100,1.448,0.625060357,6.094,9684,3758.62
3917,711.03,100,1.375,0.558846056,6.094,9937,3685.07
5877,713.14,100,3.106,0.751403777,6.094,9510,3011.13
5241,717.21,100,2.922,0.801373784,6.094,9900,3441.44
13789,719.59,100,1.431,0.905721952,6.094,10300,4867.95
4188,729.45,100,1.474,0.626313276,6.094,9684,3803.58
6652,731.76,100,2.904,0.822609741,6.094,9487,3595.9
4341,732.14,100,1.337,0.619672886,6.094,9638,3707.02
4145,741.08,100,1.293,0.63305187,6.094,10081,3975.27
5632,748.59,100,1.313,0.576526989,6.094,9897,3787.01
5546,748.84,100,2.909,0.804904436,6.094,9900,3547.47
4141,751.2,100,1.275,0.550833132,6.094,9937,3762.1
4245,754.04,100,1.422,0.617903416,6.094,9684,3855.75
6203,755.74,100,2.928,0.750604546,6.094,9510,3125.36
4239,766.09,100,1.281,0.628450106,6.094,10081,4025.9
4580,774.04,100,1.328,0.613100437,6.094,9638,3791.5
4687,781.67,100,1.379,0.622573074,6.094,9684,3908.93
5799,782.6,100,3.038,0.802897051,6.094,9900,3591.86
3509,783.57,100,1.481,0.60045597,6.094,9592,3886.25
4374,790.79,100,1.276,0.630772748,6.094,10081,4079.14
6784,791.84,100,3.176,0.820754717,6.094,9487,3716.4
5959,798.48,100,1.213,0.566705823,6.094,9897,3877.81
4113,803.38,100,1.325,0.556041819,6.094,9937,3895.11
14617,814.33,100,1.404,0.905863036,6.094,10300,4990.59
6322,814.74,100,2.944,0.744068333,6.094,9510,3280.82
5466,814.84,100,3.407,0.777899744,6.094,9900,3662.65
4473,815,100,1.588,0.628660854,6.094,9684,3967.49
4498,820.03,100,1.282,0.633392619,6.094,10081,4138.27
4822,824.71,100,1.275,0.61219411,6.094,9638,3890.65
7360,832.46,100,1.557,0.815217391,6.094,10282,4915.823
4702,851.66,100,1.181,0.638026372,6.094,10081,4195.46
3796,852.47,100,1.457,0.616965227,6.094,9684,3606.33
4930,855.08,100,1.449,0.627991886,6.094,9684,4033.33
6477,855.27,100,3.251,0.804075961,6.094,9900,3740.92
5842,863.83,100,1.199,0.568127354,6.094,9897,4043.56
6757,870.28,100,3.098,0.824034335,6.094,9487,3874.07
4000,872.1,100,1.389,0.56825,6.094,9937,4043.59
3657,875.13,100,1.29,0.590374624,6.094,9592,4018.99
4977,886.88,100,1.181,0.636327105,6.094,10081,4262.51
6572,897.57,100,2.887,0.744978698,6.094,9510,3484.02
15148,899.27,100,1.422,0.904475838,6.094,10300,5121.59
5060,899.79,100,1.317,0.640909091,6.094,9638,4056.96
6822,900.78,100,3.23,0.802110818,6.094,9900,3831.5
4948,913.64,100,1.363,0.64025869,6.094,9684,4149.87
3805,914.78,100,1.23,0.577923784,6.094,9592,4067.13
5230,925.95,100,1.061,0.633269598,6.094,10081,4340.66
3901,945.41,100,1.212,0.573442707,6.094,9592,4116.7
4594,951.77,100,0.947,0.499782325,6.094,9937,4196.2
